0.005,2.5
0.01,2.5
0.015,2.5
0.02,2.5
0.025,2.5
0.03,2.5
0.035,2.5
0.04,2.5
0.045,2.5
0.05,2.5
0.055,2.5
0.06,2.5
0.065,2.5
0.07,2.5
0.075,2.5
0.08,2.5
0.085,2.5
0.09,2.5
0.095,2.5
0.1,3.0
0.105,2.5
0.11,2.5
0.115,2.6
0.12,2.5
0.125,2.5
0.13,2.5
0.135,2.5
0.14,2.5
0.145,2.5
0.15,2.5
0.155,2.5
0.16,2.5
0.165,2.5
0.17,2.5
0.175,2.7
0.18,2.7
0.185,2.5
0.19,2.6
0.195,2.6
0.2,2.5
0.205,2.5
0.21,2.6
0.215,2.6
0.22,2.5
0.225,2.5
0.23,2.6
0.235,2.6
0.24,2.6
0.245,2.5
0.25,2.6
0.255,2.5
0.26,2.5
0.265,2.5
0.27,2.5
0.275,2.5
0.28,2.5
0.285,2.5
0.29,2.4
0.295,2.5
0.3,2.5
0.305,2.5
0.31,2.6
0.315,2.6
0.32,2.5
0.325,2.5
0.33,2.5
0.335,2.5
0.34,2.5
0.345,2.5
0.35,2.5
0.355,2.5
0.36,2.5
0.365,2.5
0.37,2.5
0.375,2.5
0.38,2.5
0.385,2.5
0.39,2.5
0.395,2.5
0.4,2.5
0.405,2.5
0.41,2.5
0.415,2.5
0.42,2.5
0.425,2.5
0.43,2.5
0.435,2.5
0.44,2.5
0.445,2.5
0.45,2.7
0.455,2.6
0.46,2.5
0.465,2.5
0.47,2.5
0.475,2.6
0.48,2.5
0.485,2.6
0.49,2.6
0.495,2.6
0.5,2.6
0.505,2.5
0.51,2.5
0.515,2.5
0.52,2.5
0.525,2.5
0.53,2.5
0.535,2.5
0.54,2.5
0.545,2.5
0.55,2.5
0.555,2.4
0.56,2.5
0.565,2.5
0.57,2.5
0.575,2.4
0.58,2.5
0.585,2.6
0.59,2.5
0.595,2.4
0.6,2.4
0.605,2.5
0.61,2.5
0.615,2.5
0.62,2.4
0.625,2.4
0.63,2.5
0.635,2.5
0.64,2.5
0.645,2.5
0.65,2.5
0.655,2.5
0.66,2.5
0.665,2.5
0.67,2.5
0.675,2.5
0.68,2.5
0.685,2.5
0.69,2.5
0.695,2.5
0.7,2.5
0.705,2.5
0.71,2.5
0.715,2.5
0.72,2.5
0.725,2.8
0.73,2.5
0.735,2.5
0.74,2.5
0.745,2.5
0.75,2.6
0.755,2.5
0.76,2.4
0.765,2.5
0.77,2.5
0.775,2.5
0.78,2.5
0.785,2.7
0.79,2.6
0.795,2.6
0.8,2.6
0.805,2.5
0.81,2.5
0.815,2.5
0.82,2.6
0.825,2.5
0.83,2.6
0.835,2.5
0.84,2.6
0.845,2.5
0.85,2.5
0.855,2.6
0.86,2.8
0.865,2.6
0.87,2.5
0.875,2.6
0.88,2.5
0.885,2.5
0.89,2.5
0.895,2.5
0.9,2.5
0.905,2.5
0.91,2.5
0.915,2.7
0.92,2.5
0.925,2.5
0.93,2.5
0.935,2.5
0.94,2.6
0.945,2.6
0.95,2.6
0.955,2.5
0.96,2.6
0.965,2.6
0.97,2.6
0.975,2.5
0.98,2.5
0.985,2.5
0.99,2.6
0.995,2.7
1.0,2.5
1.005,2.5
1.01,2.5
1.015,2.5
1.02,2.5
1.025,2.5
1.03,2.5
1.035,2.5
1.04,2.5
1.045,2.5
1.05,2.5
1.055,2.5
1.06,2.5
1.065,2.5
1.07,2.5
1.075,2.6
1.08,2.8
1.085,2.5
1.09,2.5
1.095,2.5
1.1,2.5
1.105,2.5
1.11,2.5
1.115,2.5
1.12,2.5
1.125,2.5
1.13,2.6
1.135,2.5
1.14,2.5
1.145,2.5
1.15,2.5
1.155,2.5
1.16,2.5
1.165,2.5
1.17,2.5
1.175,2.5
1.18,2.5
1.185,2.5
1.19,2.6
1.195,2.7
1.2,2.5
1.205,2.5
1.21,2.6
1.215,2.5
1.22,2.6
1.225,2.5
1.23,2.5
1.235,2.6
1.24,2.6
1.245,2.5
1.25,2.6
1.255,2.5
1.26,2.5
1.265,2.5
1.27,2.6
1.275,2.5
1.28,2.5
1.285,2.5
1.29,2.5
1.295,2.5
1.3,2.5
1.305,2.5
1.31,2.5
1.315,2.5
1.32,2.5
1.325,2.5
1.33,2.5
1.335,2.5
1.34,2.5
1.345,2.7
1.35,3.1
1.355,2.5
1.36,2.5
1.365,2.5
1.37,2.5
1.375,2.5
1.38,2.5
1.385,2.5
1.39,2.5
1.395,2.5
1.4,2.5
1.405,2.5
1.41,2.5
1.415,2.5
1.42,2.5
1.425,2.5
1.43,2.5
1.435,2.5
1.44,2.5
1.445,2.5
1.45,2.9
1.455,2.6
1.46,2.5
1.465,2.6
1.47,2.5
1.475,2.5
1.48,2.9
1.485,2.7
1.49,2.5
1.495,2.5
1.5,2.6
